"Systemname","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Creator","Schedule","Task To Run","Start In","Comment","Scheduled Task State","Scheduled Type","Start Time","Start Date","End Date","Days","Months","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Repeat Every","Repeat Until Time","Repeat Until Duration","Repeat Stop If Still Running","Idle Time","Power Management"
"S135","Std-MOM-Snooze","Never","","Interactive/Background","11:33:25, 18-4-2010","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Std-NTFS-Analyze","18:00:00, 8-2-2011","","Interactive/Background","18:00:00, 7-2-2011","1","Scheduler","At 18:00 every day, starting 2-3-2009","C:\Scripts\Secdump\Defrag\analyze.cmd ","C:\Scripts\Secdump\Defrag","N/A","Enabled","Daily ","18:00:00","2-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Std-NTFS-Defrag","19:00:00, 8-2-2011","","Interactive/Background","19:00:00, 7-2-2011","1","Scheduler","At 19:00 every day, starting 2-3-2009","C:\Scripts\Secdump\Defrag\defrag.cmd ","C:\Scripts\Secdump\Defrag","N/A","Enabled","Daily ","19:00:00","2-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Std-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","N/A","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Std-WUClientCleanup","6:00:00, 7-3-2011","","Interactive/Background","5:59:59, 7-2-2011","0","Scheduler","At 6:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Acties\wuclient-cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Monthly","6:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Automatische reboot","4:45:00, 13-2-2011","","Interactive/Background","4:44:59, 6-2-2011","0","adm1","At 4:45 every Sun of every week, starting 25-10-2005","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties\","Automatische weekelijkse reboot.","Enabled","Weekly","4:45:00","25-10-2005","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","4:0","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled"
"S141","CopyToS146","0:01:00, 9-2-2011","","Interactive/Background","0:01:00, 8-2-2011","0","q055922","At 0:01 every day, starting 23-3-2006","C:\Scripts\sap\CopyToS146.cmd ","C:\Scripts\sap","N/A","Enabled","Daily ","0:01:00","23-3-2006","N/A","Everyday","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Duplicate RMAN A10","Never","","Interactive/Background","17:30:00, 16-1-2011","0","Q055947","At 17:30 on 16-1-2011","C:\Documents and Settings\p10adm\Duplicate\duprman.cmd  duplicate_A10.rcv","C:\Documents and Settings\p10adm\Duplicate","N/A","Enabled","One Time Only","17:30:00","16-1-2011","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Duplicate RMAN I20","Never","","Interactive/Background","17:30:00, 12-12-2010","0","q055922","At 17:30 on 12-12-2010","C:\Documents and Settings\p10adm\Duplicate\duprman.cmd  duplicate_I20.rcv","C:\Documents and Settings\p10adm\Duplicate","N/A","Enabled","One Time Only","17:30:00","12-12-2010","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Duplicate RMAN S10","Never","","Interactive/Background","17:35:25, 16-8-2009","0","p10adm","At 17:00 on 16-8-2009","C:\Documents and Settings\p10adm\Duplicate\duprman.cmd  duplicate_S10.rcv","C:\Documents and Settings\p10adm\Duplicate","N/A","Enabled","One Time Only","17:00:00","16-8-2009","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Migration_Monitor_P10","Never","","Interactive/Background","16:55:05, 29-1-2011","0","q055947","At 9:00 on 29-12-2010","T:\SAPMigrationMonitor\P10\export_monitor.bat ","T:\SAPMigrationMonitor\P10","N/A","Enabled","One Time Only","9:00:00","29-12-2010","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","MOMAgentSnoozeS141","0:01:00, 13-2-2011","","Interactive/Background","0:01:00, 6-2-2011","0","Adm1","At 0:01 every Sun of every week, starting 16-3-2009","C:\Scripts\Acties\MOMAgentSnoozeS141.cmd ","C:\Scripts\Acties","N/A","Enabled","Weekly","0:01:00","16-3-2009","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Move_Oracle_Clustergrp","Never","","Interactive/Background","22:30:18, 11-4-2007","0","q055947","At 9:00 on 10-4-2007","C:\Scripts\sap\Move_Oracle_resgrp.cmd ","C:\Scripts\sap\","N/A","Enabled","One Time Only","9:00:00","10-4-2007","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_Audit_Trail","0:00:00, 14-2-2011","","Interactive/Background","0:00:00, 7-2-2011","0","p10adm","At 0:00 every Mon of every week, starting 22-10-2009","C:\Documents and Settings\p10adm\Audit\AuditTrail.cmd ","C:\Documents and Settings\p10adm\Audit","N/A","Enabled","Weekly","0:00:00","22-10-2009","N/A","MONDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_backup-J-disk","Disabled","","Interactive/Background","12:35:00, 10-2-2010","0","q055929","Disabled","C:\Scripts\sap\P10_backup_J_disk.cmd ","C:\Scripts\sap","Extra backup archive logs J-disks","Disabled","Daily ","10:35:00","5-2-2010","N/A","Everyday","N/A","NEDCAR\p10adm","Disabled","72:0","1 Hour(s)","None","48 Hour(s): 0 Minute(s)","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_backup_full_monday","Never","","Interactive/Background","20:00:00, 1-12-2008","0","p10adm","At 20:00 on 1-12-2008","c:\scripts\sap\P10_brbackup_full.cmd ","c:\scripts","N/A","Enabled","One Time Only","20:00:00","1-12-2008","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_Brarchive","10:20:00, 8-2-2011","","Interactive/Background","9:20:00, 8-2-2011","0","p10adm","Every 1 hour(s) from 2:20 for 21 hour(s) every Mon, Tue, Wed, Thu, Fri, Sat, Sun of every week, starting 27-11-2005","c:\scripts\sap\P10_brarchive.cmd ","c:\scripts","Backup offline redo logiles","Enabled","Weekly","2:20:00","27-11-2005","N/A","SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY","N/A","NEDCAR\p10adm","Disabled","2:0","1 Hour(s)","None","21 Hour(s): 0 Minute(s)","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_brarchive_once","Never","","Interactive/Background","17:45:00, 21-6-2009","0","q055947","At 17:45 on 21-6-2009","c:\scripts\sap\P10_brarchive.cmd ","c:\scripts\sap","N/A","Enabled","One Time Only","17:45:00","21-6-2009","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_Brbackup_full","12:00:00, 13-2-2011","Running","Interactive/Background","9:24:45, 8-2-2011","5","p10adm","At 12:00 every Sun of every week, starting 19-11-2005","c:\scripts\sap\P10_brbackup_full.cmd ","c:\scripts","RMAN full online backup (level 0)","Enabled","Weekly","12:00:00","19-11-2005","N/A","SUNDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_Brbackup_full","12:00:00, 13-2-2011","Running","Interactive/Background","9:24:45, 8-2-2011","5","p10adm","At 23:50 on 31-8-2009","c:\scripts\sap\P10_brbackup_full.cmd ","c:\scripts","RMAN full online backup (level 0)","Enabled","One Time Only","23:50:00","31-8-2009","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_brbackup_incremental","0:00:00, 9-2-2011","","Interactive/Background","0:00:00, 8-2-2011","3","p10adm","At 0:00 every Tue, Wed, Thu, Fri, Sat of every week, starting 19-11-2005","c:\scripts\sap\P10_brbackup_incremental.cmd ","c:\scripts","RMAN incremental backup (level 1)","Enabled","Weekly","0:00:00","19-11-2005","N/A","TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_brspace_idrebuild","Never","","Interactive/Background","20:00:00, 15-11-2010","0","q055947","At 20:00 on 15-11-2010","C:\Scripts\sap\P10_brspace_idrebuild.cmd ","C:\Scripts\sap\","N/A","Enabled","One Time Only","20:00:00","15-11-2010","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_brspace_tbreorg","Never","","Interactive/Background","19:00:00, 15-11-2010","0","q055947","At 19:00 on 15-11-2010","C:\Scripts\sap\P10_brspace_tbreorg.cmd ","C:\Scripts\sap","N/A","Enabled","One Time Only","19:00:00","15-11-2010","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_check_db","7:00:00, 9-2-2011","","Interactive/Background","7:00:00, 8-2-2011","1","p10adm","At 7:00 every day, starting 19-11-2005","c:\scripts\sap\P10_check_db.cmd ","c:\scripts","P10 database check","Enabled","Daily ","7:00:00","19-11-2005","N/A","Everyday","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_cleanup","18:00:00, 12-2-2011","","Interactive/Background","18:00:00, 5-2-2011","0","p10adm","At 18:00 every Sat of every week, starting 19-11-2005","c:\scripts\sap\P10_cleanup.cmd ","c:\scripts","P10 cleanup backup - archive logfiles","Enabled","Weekly","18:00:00","19-11-2005","N/A","SATURDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_crosscheck","22:15:00, 13-2-2011","","Interactive/Background","22:15:00, 6-2-2011","0","p10adm","At 22:15 every Sun of every week, starting 19-11-2005","c:\scripts\sap\P10_crosscheck.cmd ","c:\scripts","RMAN crosscheck met TSM","Enabled","Weekly","22:15:00","19-11-2005","N/A","SUNDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_delete_obsolete","22:00:00, 13-2-2011","","Interactive/Background","22:00:00, 6-2-2011","0","p10adm","At 22:00 every Sun of every week, starting 19-11-2005","c:\scripts\sap\P10_delete_obsolete.cmd ","c:\scripts","RMAN delete expired backups","Enabled","Weekly","22:00:00","19-11-2005","N/A","SUNDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_start_sapinst","Never","","Interactive/Background","16:21:49, 29-1-2011","0","q055947","At 9:00 on 29-12-2010","T:\Installation_Master_6.20_6.40_05_08\IM_WINDOWS_I386\SAPINST\NT\I386\sapinst.exe -nogui","T:\sapinst\P10","N/A","Enabled","One Time Only","9:00:00","29-12-2010","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_statistics","21:00:00, 8-2-2011","","Interactive/Background","21:00:00, 7-2-2011","1","p10adm","At 21:00 every Mon, Tue, Wed, Thu, Fri, Sat of every week, starting 19-11-2005","c:\scripts\sap\P10_statistics.cmd ","c:\scripts","P10 sap statistics","Enabled","Weekly","21:00:00","19-11-2005","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_statistics_full","Never","","Interactive/Background","21:03:00, 30-5-2009","0","q055947","At 9:00 on 30-5-2009","C:\Scripts\sap\P10_full_statistics.cmd ","C:\Scripts\sap","N/A","Enabled","One Time Only","9:00:00","30-5-2009","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","P10_switch_logfile","Never","","Interactive/Background","17:10:00, 25-10-2009","0","q055947","At 17:10 on 25-10-2009","C:\Scripts\sap\P10_switch_redolog.cmd ","C:\Scripts\sap\","N/A","Enabled","One Time Only","17:10:00","25-10-2009","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","SAP-MOM-Snooze C006","0:10:00, 13-2-2011","","Interactive/Background","0:10:00, 6-2-2011","0","adm1","At 0:10 every Sun of every week, starting 22-10-2007","C:\Scripts\Acties\MOMAgentSnoozeC006.cmd ","C:\Scripts\Acties","N/A","Enabled","Weekly","0:10:00","22-10-2007","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","SAP-MOM-Snooze C006A","0:05:00, 13-2-2011","","Interactive/Background","0:05:00, 6-2-2011","0","adm1","At 0:05 every Sun of every week, starting 2-4-2007","C:\Scripts\Acties\MOMAgentSnoozeC006A.cmd ","C:\Scripts\Acties","PutsMOM Agent C006A in maintenance mode","Enabled","Weekly","0:05:00","2-4-2007","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","SAP-MOM-Snooze C006B","0:15:00, 13-2-2011","","Interactive/Background","0:15:00, 6-2-2011","0","adm1","At 0:15 every Sun of every week, starting 2-4-2007","C:\Scripts\Acties\MOMAgentSnoozeC006B.cmd ","C:\Scripts\Acties","N/A","Enabled","Weekly","0:15:00","2-4-2007","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","SAP-MOM-Snooze","4:00:00, 13-2-2011","","Interactive/Background","4:00:00, 6-2-2011","0","Scheduler","At 4:00 every Sun of every week, starting 26-3-2007","C:\Scripts\Acties\MOMAgentSnooze.cmd 120","C:\Scripts\Acties\","Secdump: Put MOM Agent in maintenance mode","Enabled","Weekly","4:00:00","26-3-2007","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Start_Clgrp_After_reboot","6:00:00, 13-2-2011","","Interactive/Background","6:00:00, 6-2-2011","0","Q055947","At 6:00 every Sun of every week, starting 13-1-2006","C:\Scripts\sap\Start_SAP_Oracle_resgrp.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","6:00:00","13-1-2006","N/A","SUNDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","4:59:59, 8-2-2011","0","Scheduler","At 5:00 every day, starting 28-1-2011","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Std-DUMPNTFSv3","4:00:00, 7-3-2011","","Interactive/Background","4:00:00, 7-2-2011","1","Scheduler","At 4:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Secdump\DumpNTFS3\DumpNTFS3.cmd ","C:\Scripts\Secdump\DumpNTFS3","N/A","Enabled","Monthly","4:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Std-MOM-DeSnooze","Never","","Interactive/Background","Never","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentDesnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Std-MOM-Snooze","Never","","Interactive/Background","10:48:31, 10-5-2009","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Std-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","N/A","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Std-WUClientCleanup","6:00:00, 7-3-2011","","Interactive/Background","6:00:00, 7-2-2011","0","Scheduler","At 6:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Acties\wuclient-cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Monthly","6:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Stop_Clgrp_Weekend_reboot","4:30:00, 13-2-2011","","Interactive/Background","4:30:00, 6-2-2011","0","Q055947","At 4:30 every Sun of every week, starting 13-1-2006","C:\Scripts\sap\Stop_SAP_Oracle_resgrp.cmd ","C:\Scripts\sap","Stop Cluster Resource before the cluster reboot","Enabled","Weekly","4:30:00","13-1-2006","N/A","SUNDAY","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Stop_Clgrp_Weekend_reboot","4:30:00, 13-2-2011","","Interactive/Background","4:30:00, 6-2-2011","0","Q055947","At 8:10 on 28-2-2009","C:\Scripts\sap\Stop_SAP_Oracle_resgrp.cmd ","C:\Scripts\sap","Stop Cluster Resource before the cluster reboot","Enabled","One Time Only","8:10:00","28-2-2009","N/A","N/A","N/A","NEDCAR\p10adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S141","Vcom_cleanup","6:00:00, 9-2-2011","","Interactive/Background","6:00:00, 8-2-2011","0","adm1","At 6:00 every day, starting 14-11-2005","C:\Scripts\sap\vcomcleanup.cmd ","C:\Scripts\sap","Vcom cleanup","Enabled","Daily ","6:00:00","14-11-2005","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","Automatische reboot","19:00:00, 13-2-2011","","Interactive/Background","19:00:00, 6-2-2011","0","adm1","At 19:00 every Sun of every week, starting 25-10-2005","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties\","Automatische weekelijkse reboot.","Enabled","Weekly","19:00:00","25-10-2005","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","4:0","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled"
"S145","Cleanup Interface Directories","9:00:00, 9-2-2011","","Interactive/Background","9:00:00, 8-2-2011","0","q055922","At 9:00 every day, starting 13-9-2006","e:\appl\bin\cleanup.cmd ","e:\appl\bin","N/A","Enabled","Daily ","9:00:00","13-9-2006","N/A","Everyday","N/A","NEDCAR\p01adm","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","Duplicate_P01_to_A01","Never","","Interactive/Background","8:00:00, 26-9-2010","0","q055922","At 8:00 on 26-9-2010","C:\Documents and Settings\p01adm\Duplicate\duprman.cmd  duplicate_A01.rcv","C:\Documents and Settings\p01adm\Duplicate","N/A","Enabled","One Time Only","8:00:00","26-9-2010","N/A","N/A","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","Duplicate_P01_to_D01","Never","","Interactive/Background","10:00:00, 6-9-2009","0","q055947","At 10:00 on 6-9-2009","C:\Documents and Settings\p01adm\Duplicate\duprman.cmd  duplicate_D01.rcv","C:\Documents and Settings\p01adm\Duplicate","N/A","Enabled","One Time Only","10:00:00","6-9-2009","N/A","N/A","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","P01_Audit_trail","0:00:00, 14-2-2011","","Interactive/Background","0:00:00, 7-2-2011","0","p01adm","At 0:00 every Mon of every week, starting 22-10-2009","C:\Documents and Settings\p01adm\Audit\AuditTrail.cmd ","C:\Documents and Settings\p01adm\Audit","N/A","Enabled","Weekly","0:00:00","22-10-2009","N/A","MONDAY","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","P01_backup_full_extra","Never","","Interactive/Background","10:05:02, 15-1-2008","0","q055929","At 17:00 on 14-1-2008","c:\scripts\sap\P01_brbackup_full.cmd ","c:\scripts","Extra full backup P10 database RMAN/TSM","Enabled","One Time Only","17:00:00","14-1-2008","N/A","N/A","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","P01_brarchive","11:05:00, 8-2-2011","","Interactive/Background","10:05:00, 8-2-2011","0","q055929","Every 1 hour(s) from 8:05 for 13 hour(s) every day, starting 5-7-2006","c:\scripts\sap\P01_brarchive.cmd ","c:\scripts","P01 brarchive RMAN/TSM","Enabled","Hourly ","8:05:00","5-7-2006","N/A","Everyday","N/A","NEDCAR\p01adm","Disabled","2:0","1 Hour(s)","None","13 Hour(s): 0 Minute(s)","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","P01_brbackup_full","16:00:00, 12-2-2011","","Interactive/Background","16:00:00, 5-2-2011","1","q055929","At 16:00 every Sat of every week, starting 5-7-2006","c:\scripts\sap\P01_brbackup_full.cmd ","c:\scripts","Full backup P10 database RMAN/TSM","Enabled","Weekly","16:00:00","5-7-2006","N/A","SATURDAY","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","P01_brbackup_incremental","21:00:00, 8-2-2011","","Interactive/Background","21:00:00, 7-2-2011","1","q055929","At 21:00 every Mon, Tue, Wed, Thu, Fri, Sun of every week, starting 5-7-2006","c:\Scripts\sap\P01_brbackup_incremental.cmd ","c:\scripts","P01 inremental backup RMAN/TSM","Enabled","Weekly","21:00:00","5-7-2006","N/A","SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","P01_check_DB","7:00:00, 9-2-2011","","Interactive/Background","7:00:00, 8-2-2011","0","q055929","At 7:00 every day, starting 5-7-2006","c:\scripts\sap\P01_check_db.cmd ","c:\scripts","P01 database check","Enabled","Daily ","7:00:00","5-7-2006","N/A","Everyday","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","P01_cleanup","15:45:00, 12-2-2011","","Interactive/Background","15:44:59, 5-2-2011","0","q055929","At 15:45 every Sat of every week, starting 5-7-2006","c:\scripts\sap\P01_cleanup.cmd ","c:\scripts\sap","P01 cleanup SAP logs","Enabled","Weekly","15:45:00","5-7-2006","N/A","SATURDAY","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","P01_crosscheck","19:00:00, 12-2-2011","","Interactive/Background","19:00:00, 5-2-2011","0","q055929","At 19:00 every Sat of every week, starting 5-7-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\P01_crosscheck.rcv","c:\scripts","P01 crosscheck RMAN en TSM","Enabled","Weekly","19:00:00","5-7-2006","N/A","SATURDAY","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S145","P01_delete_obsolete","20:00:00, 12-2-2011","","Interactive/Background","20:00:00, 5-2-2011","0","q055929","At 20:00 every Sat of every week, starting 5-7-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\P01_delete_obsolete.rcv","c:\scrips","P01 delete obsolete backups RMAN/TSM","Enabled","Weekly","20:00:00","5-7-2006","N/A","SATURDAY","N/A","NEDCAR\p01adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
